longitude,latitude,elev_m,dist_to_water_m,bioclim1,bioclim4,bioclim12,bioclim15
40.845265,8.2535117,1247,1878,231.0625,1160.2825,725.5325,59.45
41.2095675,8.2535117,1538,5364,215.55,836.1575,787.39,61.4725
41.57387,8.2535117,1186,6295,231.08,800.28,614.44,63.55
41.9381726,8.2535117,1156,409,235.3,740.575,532.85,65.55
42.3024751,8.2535117,1250,2715,233.855,734.24,498.4425,68.035
42.6667776,8.2535117,905,394,248.485,853.39,405.365,74.89
43.0310802,8.2535117,1269,6562,235.035,901.125,443.255,74.6675
43.3953827,8.2535117,1104,7856,245.8625,1016.3,387.95,81.05
43.7596853,8.2535117,1235,3469,236.9425,1100.2175,396.5375,83.3575
44.1239878,8.2535117,1157,25710,237.4275,1174.1725,361.0225,89.2675
44.4882903,8.2535117,931,51762,246.1225,1249.2875,297.5325,98.1575
44.8525929,8.2535117,928,30081,244.3125,1300.8375,276.8875,104.7375
45.2168954,8.2535117,837,3857,247.0675,1345.5375,239.9175,108.5
45.5811979,8.2535117,838,10368,245.35,1354.2775,222.4,113.7975
45.9455005,8.2535117,751,16319,247.8675,1374.18,191.5525,118.5
34.2878193,8.6178142,506,887,272.05,1477.17,925.7875,82.05
34.6521218,8.6178142,1767,5954,207.4775,1110.795,1341.6725,68.73
35.0164244,8.6178142,1313,8615,217.4125,1115.5575,1353.1325,76.6175
35.3807269,8.6178142,1533,12497,203.9,1059.34,1609.735,78.8025
35.7450294,8.6178142,1855,2283,197.3225,1085.8,1810.23,78.9225
36.109332,8.6178142,2079,7590,184.5525,1066.11,1911.2975,79.7575
36.4736345,8.6178142,1324,930,212.73,1319.245,1625.9625,80.0925
36.8379371,8.6178142,1606,4593,211.23,1133.9275,1580.595,80.0
37.2022396,8.6178142,1546,488,203.815,1035.3075,1446.46,78.9525
37.5665421,8.6178142,2132,2183,176.2125,995.0625,1316.625,80.2
37.9308447,8.6178142,2225,1479,171.05,1024.735,1213.2525,84.7325
38.2951472,8.6178142,2183,1205,171.6175,965.83,1141.4025,83.845
38.6594497,8.6178142,2053,837,183.5075,978.225,1010.0,89.5225
39.0237523,8.6178142,1970,9490,193.2,1301.7375,887.7125,98.7875
39.3880548,8.6178142,1462,19843,213.375,1538.6625,766.135,95.37
39.7523573,8.6178142,1165,2279,236.33,1725.7825,643.665,82.105
40.1166599,8.6178142,1655,8347,197.7175,1304.1025,1006.1875,66.25
40.4809624,8.6178142,1449,878,212.7875,1321.7125,958.625,60.0
40.845265,8.6178142,1585,5231,209.12,1086.6375,946.5525,58.3825
41.2095675,8.6178142,1363,5809,221.4275,988.6,766.05,57.0475
41.57387,8.6178142,1342,3304,222.0825,790.1875,684.1525,56.1
41.9381726,8.6178142,1405,7157,224.0875,691.0875,607.8,57.0875
42.3024751,8.6178142,1333,7780,223.2725,704.0925,564.0975,59.865
42.6667776,8.6178142,1309,3789,226.3825,877.475,513.6375,63.05
43.0310802,8.6178142,1163,2795,234.205,1069.3625,454.34,67.8425
43.3953827,8.6178142,1421,9178,222.225,1160.9875,476.525,69.875
43.7596853,8.6178142,1273,29076,229.0025,1297.965,418.2225,74.0175
44.1239878,8.6178142,1214,43126,230.395,1399.205,373.1125,78.195
44.4882903,8.6178142,1137,60868,232.45,1497.49,330.97,84.565
44.8525929,8.6178142,1025,20769,237.1375,1538.8375,282.725,93.4625
34.2878193,8.9821168,741,1777,251.125,1442.1,1000.125,82.0
34.6521218,8.9821168,1755,7829,206.0375,1172.4,1405.425,76.9375
35.0164244,8.9821168,1710,8986,202.1375,1176.825,1506.1125,80.3
35.3807269,8.9821168,1700,9911,198.9125,1210.3,1667.6375,85.2625
35.7450294,8.9821168,1645,715,199.5125,1234.675,1819.925,88.3625
36.109332,8.9821168,1270,4107,220.1125,1852.425,1512.75,86.4
36.4736345,8.9821168,2234,9030,177.6,1119.3125,1996.9625,83.6125
36.8379371,8.9821168,1534,2249,201.8375,1198.65,1452.8875,82.7
37.2022396,8.9821168,1669,6936,198.85,1158.8,1264.6125,82.1875
37.5665421,8.9821168,2288,494,164.125,905.1875,1260.125,85.375
37.9308447,8.9821168,2282,3564,162.2875,969.4625,1135.65,86.9875
38.2951472,8.9821168,2113,3063,175.0375,1085.1625,1058.8,91.8375
38.6594497,8.9821168,2435,4898,154.7125,1057.9875,1144.225,89.5125
39.0237523,8.9821168,2453,6578,163.625,1042.25,1031.6875,89.4375
39.3880548,8.9821168,1913,4039,199.1375,1382.8375,855.3375,92.7
39.7523573,8.9821168,978,12084,249.0125,1906.6375,589.9125,86.0375
40.1166599,8.9821168,989,5485,254.4375,2018.3875,590.7625,72.175
40.4809624,8.9821168,1523,4016,219.6875,1543.125,956.625,62.0625
40.845265,8.9821168,2358,3065,173.2875,950.9875,1158.025,65.475
41.2095675,8.9821168,1343,678,203.0625,986.5875,908.2,60.75
41.57387,8.9821168,1784,5589,197.3625,740.4625,835.075,59.9125
41.9381726,8.9821168,1736,6489,203.0,709.1875,721.625,57.75
42.3024751,8.9821168,1320,2534,222.475,882.2,595.275,57.1875
42.6667776,8.9821168,1554,2179,209.0375,1049.1,613.35,60.8875
43.0310802,8.9821168,1408,1038,211.3375,1279.5625,572.975,64.85
43.3953827,8.9821168,1507,23514,207.4375,1425.5625,560.5625,68.4375
43.7596853,8.9821168,1444,63245,214.35,1575.525,481.4625,70.7375
34.2878193,9.3464193,1101,954,234.3625,1478.435,1060.495,82.7675
34.6521218,9.3464193,1519,6443,206.7675,1363.4825,1316.6675,82.35
35.0164244,9.3464193,1437,3064,210.2775,1324.905,1399.085,87.65
35.3807269,9.3464193,1503,2871,204.9,1339.1475,1602.455,90.65
35.7450294,9.3464193,1528,10251,204.2825,1400.725,1713.2925,92.2925
36.109332,9.3464193,1126,4625,226.8275,1695.0775,1398.1575,92.905
36.4736345,9.3464193,1355,2570,211.46,1484.5375,1423.6625,93.8525
36.8379371,9.3464193,1495,3124,197.035,1237.3425,1415.085,89.0425
37.2022396,9.3464193,2232,2124,163.3775,836.415,1452.48,91.7825
37.5665421,9.3464193,1568,3436,190.4125,1192.95,1082.75,95.525
37.9308447,9.3464193,2546,4748,178.8375,1242.0225,1023.995,97.0725
38.2951472,9.3464193,2476,176,151.2725,1182.0675,1129.92,95.9175
38.6594497,9.3464193,2564,3296,154.505,1230.0775,1075.6025,96.85
39.0237523,9.3464193,2655,249,143.7125,1194.2625,1017.95,100.625
39.3880548,9.3464193,2758,2917,151.9775,1391.9325,932.4275,106.86
39.7523573,9.3464193,1268,1029,223.2825,1645.21,870.695,76.3425
40.1166599,9.3464193,850,1306,261.4,2147.185,551.645,73.5
40.4809624,9.3464193,949,3988,251.4625,2053.225,630.6375,63.975
40.845265,9.3464193,1213,3345,235.04,1778.43,771.4375,62.3
41.2095675,9.3464193,1909,3223,189.775,1115.14,1001.5025,68.165
41.57387,9.3464193,2412,3253,158.9875,768.3175,1040.585,73.2825
41.9381726,9.3464193,2112,4233,178.5625,783.375,822.525,65.6875
42.3024751,9.3464193,1724,2426,193.3225,953.665,724.7825,63.0475
42.6667776,9.3464193,1709,365,188.3,1391.125,740.67,65.0425
43.0310802,9.3464193,1747,5382,187.1375,1586.805,719.1525,70.0525
43.3953827,9.3464193,1570,31772,201.325,1785.5625,611.4375,72.7375
34.2878193,9.7107218,1303,5480,244.8175,1601.4,986.97,85.2475
34.6521218,9.7107218,1810,8704,205.015,1419.49,1300.94,86.165
35.0164244,9.7107218,1500,2506,207.0175,1373.9375,1446.5125,91.05
35.3807269,9.7107218,1749,2722,201.6,1410.92,1667.8825,93.0525
35.7450294,9.7107218,873,451,236.205,1533.0125,1362.27,96.05
36.109332,9.7107218,1158,2139,224.5225,1512.17,1440.48,97.0075
36.4736345,9.7107218,1833,9565,189.8525,1239.525,1685.26,91.47
36.8379371,9.7107218,1461,5932,201.5875,1271.89,1378.95,94.5275
37.2022396,9.7107218,2241,807,159.2675,872.93,1528.5125,93.8475
37.5665421,9.7107218,2281,6663,176.2125,1131.575,1177.1,100.5125
37.9308447,9.7107218,1812,6492,189.525,1418.965,1022.0425,103.465
38.2951472,9.7107218,1756,4439,193.6425,1522.855,946.8175,104.8075
38.6594497,9.7107218,2845,4837,128.3825,1305.4825,1157.425,103.45
39.0237523,9.7107218,2578,3112,153.1875,1272.8375,965.1125,106.125
39.3880548,9.7107218,2674,1534,152.815,1411.5125,920.3725,112.585
39.7523573,9.7107218,2736,541,143.8825,1385.51,1066.55,99.1075
40.1166599,9.7107218,819,961,253.1125,2171.4125,673.9325,72.6775
40.4809624,9.7107218,787,6747,252.9125,2245.525,571.65,73.6875
40.845265,9.7107218,770,1798,252.4475,2240.6525,531.0625,73.3125
41.2095675,9.7107218,877,6054,253.25,2213.4525,538.37,71.1975
41.57387,9.7107218,967,480,252.885,2227.9825,564.1,72.0175
41.9381726,9.7107218,956,1561,255.7625,2337.7375,535.1,70.3375
42.3024751,9.7107218,1266,3001,231.915,2031.555,598.8125,67.95
42.6667776,9.7107218,1683,1709,192.925,1829.68,741.1675,69.15
43.0310802,9.7107218,1741,1519,191.415,1989.565,694.9175,73.05
34.2878193,10.0750244,635,5644,267.3,1814.795,888.4225,89.6
34.6521218,10.0750244,1551,4442,220.8725,1580.815,1228.76,89.8
35.0164244,10.0750244,1019,1165,232.375,1557.265,1278.5275,94.2925
35.3807269,10.0750244,731,3874,254.655,1544.7425,1201.1875,97.4775
35.7450294,10.0750244,991,2799,240.345,1491.8875,1374.445,98.7525
36.109332,10.0750244,1088,4563,229.2775,1430.2025,1466.4075,99.4325
36.4736345,10.0750244,2074,5868,181.87,1115.1475,1771.3675,91.035
36.8379371,10.0750244,1736,5402,190.1575,1147.6575,1534.615,94.5525
37.2022396,10.0750244,1019,908,214.8225,1339.135,1212.9075,101.71
37.5665421,10.0750244,1200,848,218.9375,1420.975,1067.275,104.9375
37.9308447,10.0750244,1645,2077,194.425,1506.6625,1063.0525,105.0575
38.2951472,10.0750244,1394,1339,202.03,1573.0225,950.9125,107.3775
38.6594497,10.0750244,1278,1739,207.075,1530.2675,876.18,105.2475
39.0237523,10.0750244,1877,6542,190.3625,1367.4375,902.6875,99.8625
39.3880548,10.0750244,1818,41,172.09,1176.6,969.145,98.13
39.7523573,10.0750244,2977,7448,153.55,1345.2475,1060.685,97.8425
40.1166599,10.0750244,1000,598,236.035,2124.0125,995.4775,68.15
40.4809624,10.0750244,569,322,254.1625,2335.375,476.475,89.0625
40.845265,10.0750244,1304,4077,240.4725,2276.1425,610.2025,79.23
41.2095675,10.0750244,782,7320,257.2225,2464.5425,452.9575,80.9725
41.57387,10.0750244,710,1012,265.565,2599.6575,408.195,79.1
41.9381726,10.0750244,723,7564,269.7875,2710.375,373.0375,77.65
42.3024751,10.0750244,819,427,261.915,2713.9125,380.005,73.9325
42.6667776,10.0750244,1118,2496,235.9225,2603.205,464.725,72.495
34.6521218,10.4393269,1062,424,243.0875,1765.575,1154.5,93.8375
35.0164244,10.4393269,645,1662,263.2,1677.825,1107.3,98.3125
35.3807269,10.4393269,812,7503,249.1625,1549.7,1291.9,99.8
35.7450294,10.4393269,1455,772,199.625,1329.8875,1750.8875,96.575
36.109332,10.4393269,1615,1950,201.0875,1257.2,1762.725,97.9
36.4736345,10.4393269,920,3139,242.3,1385.2875,1387.125,104.575
36.8379371,10.4393269,1492,9663,209.725,1209.3125,1482.6875,100.7125
37.2022396,10.4393269,1993,4419,190.325,1132.075,1427.2,98.725
37.5665421,10.4393269,2378,7213,166.125,1126.625,1392.125,94.6875
37.9308447,10.4393269,2547,1931,153.6,1170.05,1317.95,97.55
38.2951472,10.4393269,2093,4023,175.9875,1396.075,1107.2375,106.775
38.6594497,10.4393269,2146,6809,191.8,1375.625,960.7875,106.9625
39.0237523,10.4393269,2019,6273,189.0,1259.375,931.8125,100.3125
39.3880548,10.4393269,2681,663,153.2875,1148.8875,1067.2875,101.1
39.7523573,10.4393269,3268,2409,124.475,1268.625,1161.275,101.975
40.1166599,10.4393269,1253,5768,226.9375,2016.9125,942.9,75.4625
40.4809624,10.4393269,612,6069,254.625,2331.125,492.5,89.4375
40.845265,10.4393269,706,8191,250.25,2407.1625,480.025,86.95
41.2095675,10.4393269,704,4450,259.9,2584.3375,398.35,85.7375
41.57387,10.4393269,676,257,266.825,2758.35,355.6,83.4
41.9381726,10.4393269,684,3898,271.0625,2906.6875,314.625,82.0625
42.3024751,10.4393269,887,1419,260.7125,2975.4875,333.65,76.025
42.6667776,10.4393269,875,3783,251.8125,3055.9,327.6375,72.45
34.6521218,10.8036294,853,3977,265.755,1795.8025,1035.76,97.5975
35.0164244,10.8036294,715,2145,264.505,1669.865,1112.2225,101.405
35.3807269,10.8036294,713,2762,260.8425,1560.0975,1220.115,104.1
35.7450294,10.8036294,1314,4149,233.7675,1406.595,1539.985,103.6975
36.109332,10.8036294,1032,1842,231.33,1332.07,1638.4825,105.1725
36.4736345,10.8036294,1734,6005,194.2675,1109.2275,1778.455,98.7225
36.8379371,10.8036294,2143,1955,165.05,873.63,1776.95,90.0175
37.2022396,10.8036294,2242,6776,165.6775,902.685,1638.9925,92.4925
37.5665421,10.8036294,2289,1145,153.7625,949.475,1557.725,95.2125
37.9308447,10.8036294,2906,2219,124.3575,941.995,1528.275,98.05
38.2951472,10.8036294,1987,4421,185.4075,1224.81,1116.7075,110.33
38.6594497,10.8036294,2523,4969,174.9475,1156.335,1067.125,108.0825
39.0237523,10.8036294,2491,6827,146.3375,1059.1375,1129.8625,105.875
39.3880548,10.8036294,3014,850,130.38,1147.08,1157.6075,104.15
39.7523573,10.8036294,1686,3807,198.2675,1691.595,1015.33,88.765
40.1166599,10.8036294,1171,3003,230.89,1928.8675,805.185,83.6825
40.4809624,10.8036294,600,3636,258.9375,2281.275,457.75,90.175
40.845265,10.8036294,787,270,252.9275,2399.0775,448.7025,86.9475
41.2095675,10.8036294,504,5073,272.29,2683.3625,295.945,90.7425
41.57387,10.8036294,761,3924,271.35,2871.51,291.95,86.445
41.9381726,10.8036294,830,4116,269.075,3056.625,283.875,81.9625
42.3024751,10.8036294,656,3098,277.9225,3285.9375,216.15,81.4875
42.6667776,10.8036294,734,4705,268.885,3449.0825,205.9125,68.585
35.0164244,11.167932,597,6041,272.185,1626.4325,1027.785,106.035
35.3807269,11.167932,670,856,265.7775,1535.05,1169.565,107.55
35.7450294,11.167932,822,4031,256.6975,1433.275,1340.4475,108.2475
36.109332,11.167932,945,1077,242.7375,1322.3125,1562.4325,109.55
36.4736345,11.167932,1265,1896,221.38,1172.4325,1754.4625,109.115
36.8379371,11.167932,2328,4140,163.0975,791.5925,1659.7975,94.75
37.2022396,11.167932,2116,504,162.0825,884.0075,1624.74,98.305
37.5665421,11.167932,2385,2301,161.2125,971.7125,1551.8125,102.5375
37.9308447,11.167932,1833,2490,198.375,1173.3425,1206.1925,115.185
38.2951472,11.167932,1677,1144,196.235,1148.435,1088.2825,114.45
38.6594497,11.167932,1467,356,195.7825,1138.05,989.15,110.55
39.0237523,11.167932,3049,4520,134.75,1039.5125,1142.1125,110.35
39.3880548,11.167932,2771,7983,143.7175,1220.81,1108.6225,101.6825
39.7523573,11.167932,2188,1843,169.12,1480.7525,1107.7,88.7975
40.1166599,11.167932,1178,4329,229.07,1717.2825,757.1875,84.3825
40.4809624,11.167932,610,5635,262.6125,2230.9875,417.7875,89.95
40.845265,11.167932,470,2636,272.95,2502.3375,292.45,91.32
41.2095675,11.167932,392,4565,278.6475,2759.645,229.095,88.605
41.57387,11.167932,369,3297,287.51,3018.1675,183.04,92.03
35.3807269,11.5322345,640,1810,270.45,1529.2325,1087.6,111.0
35.7450294,11.5322345,839,6110,259.265,1414.865,1267.4625,111.3825
36.109332,11.5322345,1029,1830,239.445,1258.8575,1480.41,111.34
36.4736345,11.5322345,1147,2596,235.7,1197.7775,1509.1775,113.8725
36.8379371,11.5322345,2311,5927,170.9775,904.9775,1532.0225,104.9875
37.2022396,11.5322345,1924,7758,185.2575,1203.5925,1460.6775,117.35
37.5665421,11.5322345,2020,4308,194.575,1256.9625,1353.725,120.675
37.9308447,11.5322345,2701,3186,156.6975,1116.795,1480.0775,113.9475
38.2951472,11.5322345,2175,737,160.6625,1055.8825,1269.355,116.95
38.6594497,11.5322345,1884,2482,196.4,1073.0575,958.4675,114.5
39.0237523,11.5322345,2312,1501,162.025,1072.0125,985.6125,111.6625
39.3880548,11.5322345,2377,5784,158.3475,1265.435,981.275,102.3175
39.7523573,11.5322345,1455,2875,207.875,1418.9575,911.9875,82.0675
40.1166599,11.5322345,921,946,246.71,1862.35,585.2325,84.8275
40.4809624,11.5322345,656,2429,261.25,2173.95,408.625,86.825
40.845265,11.5322345,469,2847,274.6625,2495.1525,260.7475,88.995
41.2095675,11.5322345,526,3740,275.075,2745.25,213.7525,79.3075
41.57387,11.5322345,343,2619,289.35,3057.3525,145.6975,82.39
35.3807269,11.896537,565,571,276.15,1527.0375,983.95,115.2125
35.7450294,11.896537,683,3384,271.0125,1405.1875,1099.2625,114.5875
36.109332,11.896537,915,1260,254.35,1288.775,1256.2,114.4
36.4736345,11.896537,929,2028,253.625,1228.7375,1251.925,116.3625
36.8379371,11.896537,2168,1450,185.5125,1105.0375,1405.5875,113.6625
37.2022396,11.896537,1788,4252,197.9875,1258.625,1306.2375,123.65
37.5665421,11.896537,1788,2447,203.5,1196.0625,1195.5625,127.25
37.9308447,11.896537,2306,5230,175.0375,1242.5625,1278.1375,123.75
38.2951472,11.896537,2134,1367,173.7125,1116.5375,1118.85,123.2125
38.6594497,11.896537,2026,1087,184.4875,1012.75,926.7,120.6125
39.0237523,11.896537,1983,1359,171.75,1098.6875,877.5,114.0625
39.3880548,11.896537,3461,1854,111.5125,1274.7625,1026.5375,113.6
39.7523573,11.896537,1484,3273,213.4,1565.65,849.05,80.2
40.1166599,11.896537,867,1723,252.8375,1905.7375,524.0875,83.1125
40.4809624,11.896537,710,976,261.1875,2164.625,397.75,83.0
40.845265,11.896537,457,7097,277.6875,2496.425,241.275,84.3
41.2095675,11.896537,479,7638,283.2875,2773.05,172.925,79.4375
41.57387,11.896537,440,429,279.3625,3038.7125,171.8125,72.3375
41.9381726,11.896537,593,2326,275.6875,3350.8125,186.375,63.5
35.7450294,12.2608396,617,2539,276.9625,1396.52,985.0625,116.9425
36.109332,12.2608396,1146,3048,251.7075,1260.9125,1164.6675,115.7025
36.4736345,12.2608396,843,454,261.18,1247.995,1106.8875,117.65
36.8379371,12.2608396,1671,3808,228.3825,1181.5875,1183.3625,118.65
37.2022396,12.2608396,1876,4254,207.7325,1201.32,1122.8825,119.6825
37.5665421,12.2608396,1854,3838,204.6875,1206.4625,1068.9375,123.8875
37.9308447,12.2608396,1989,1005,178.415,1159.07,1085.775,124.6875
38.2951472,12.2608396,1713,603,203.3675,1090.36,871.665,128.0
38.6594497,12.2608396,1692,1332,197.4025,1083.17,831.0725,122.385
39.0237523,12.2608396,1982,405,177.7375,1178.775,801.1625,117.3125
39.3880548,12.2608396,2581,6368,175.0475,1454.6775,788.4125,106.64
39.7523573,12.2608396,2050,2491,223.97,1748.2625,770.035,83.9
40.1166599,12.2608396,752,5446,262.155,1971.5375,460.3875,82.755
40.4809624,12.2608396,708,25310,267.35,2202.275,361.5,79.25
40.845265,12.2608396,509,11510,271.905,2448.96,279.0475,74.205
41.2095675,12.2608396,624,20889,270.9825,2703.2225,235.6525,68.3
41.57387,12.2608396,130,14163,284.1175,2995.6625,166.1025,65.6025
41.9381726,12.2608396,402,2991,289.975,3292.1375,141.85,64.625
35.7450294,12.6251421,536,2873,285.05,1420.6,872.5225,118.6225
36.109332,12.6251421,625,6717,282.0225,1312.3725,931.43,117.765
36.4736345,12.6251421,974,4962,263.89,1291.45,1008.8125,118.15
36.8379371,12.6251421,1632,3859,236.235,1304.23,1069.245,119.0275
37.2022396,12.6251421,1827,2236,207.99,1352.6075,1096.8875,116.9975
37.5665421,12.6251421,2393,3575,169.7375,1311.2,1147.5875,114.25
37.9308447,12.6251421,1697,2041,211.9975,1316.165,915.8525,125.6325
38.2951472,12.6251421,1623,1708,219.5375,1316.2725,816.9725,128.05
38.6594497,12.6251421,1649,864,209.3425,1228.03,769.5275,126.0775
39.0237523,12.6251421,2341,11190,186.2875,1261.025,750.075,120.8
39.3880548,12.6251421,2831,4950,154.1975,1520.1525,771.4375,114.515
39.7523573,12.6251421,1554,2393,226.26,1809.18,705.7325,88.5225
40.1166599,12.6251421,740,7134,268.25,1979.105,419.47,78.4
40.4809624,12.6251421,1068,15106,260.7375,2148.8375,401.8375,72.4375
40.845265,12.6251421,590,2205,278.4175,2429.945,257.265,68.87
41.2095675,12.6251421,289,7565,292.0325,2721.3675,171.5025,62.9925
41.57387,12.6251421,370,5199,291.31,2945.4,146.6225,62.285
41.9381726,12.6251421,462,10134,282.4625,3119.575,158.925,52.675
36.4736345,12.9894447,989,2705,267.94,1380.2975,921.8975,118.545
36.8379371,12.9894447,1024,2065,255.675,1425.925,940.3725,121.0575
37.2022396,12.9894447,1302,6744,233.485,1492.735,972.2425,120.4175
37.5665421,12.9894447,1290,3041,229.9,1559.3125,930.2625,123.1
37.9308447,12.9894447,2539,2825,170.9325,1262.1775,931.855,124.055
38.2951472,12.9894447,2408,3274,150.235,1180.0275,906.685,127.0825
38.6594497,12.9894447,1424,4540,237.315,1556.8575,708.2925,127.5425
39.0237523,12.9894447,1465,2855,235.0375,1470.925,654.575,121.75
39.3880548,12.9894447,2511,4788,178.2425,1501.3375,630.8875,127.495
39.7523573,12.9894447,1622,5356,215.8225,1696.6425,591.87,99.175
40.1166599,12.9894447,759,12921,262.9825,1916.7625,438.505,71.245
40.4809624,12.9894447,410,8079,282.0625,2195.85,295.3625,64.6375
40.845265,12.9894447,121,21906,295.92,2467.81,196.015,60.2275
41.2095675,12.9894447,-97,11413,307.4375,2709.3725,126.7725,58.4
41.57387,12.9894447,82,3784,298.77,2868.805,130.92,55.11
41.9381726,12.9894447,361,2395,286.25,2990.3125,144.825,51.1125
36.4736345,13.3537472,706,2379,280.8625,1504.7375,790.4625,121.75
36.8379371,13.3537472,911,7596,271.05,1546.7125,819.8625,123.525
37.2022396,13.3537472,1884,6410,221.775,1568.325,949.35,122.8
37.5665421,13.3537472,1681,3390,230.8125,1754.75,902.75,126.0
37.9308447,13.3537472,1686,3998,231.8375,1857.0125,851.525,128.8125
38.2951472,13.3537472,3777,3532,107.0125,1194.45,940.875,123.3625
38.6594497,13.3537472,1505,4335,237.8625,1761.8,705.5,130.2625
39.0237523,13.3537472,1517,5165,233.3125,1562.25,666.25,131.9375
39.3880548,13.3537472,2166,4364,185.675,1411.7625,589.1375,141.675
39.7523573,13.3537472,1464,313,216.65,1584.2875,554.425,100.9125
40.1166599,13.3537472,795,2683,261.8375,1852.225,445.85,61.1375
40.4809624,13.3537472,-14,3444,304.75,2284.25,201.875,57.625
40.845265,13.3537472,-87,7130,307.6625,2473.0125,160.1875,55.5125
41.2095675,13.3537472,23,571,302.175,2638.975,145.85,52.225
41.57387,13.3537472,860,4659,256.0875,2573.25,291.8375,46.425
36.4736345,13.7180497,598,502,284.955,1648.3525,697.9375,126.405
36.8379371,13.7180497,708,1081,277.6,1655.33,731.1675,127.165
37.2022396,13.7180497,1434,3071,242.99,1774.55,856.82,128.15
37.5665421,13.7180497,931,3291,263.45,2013.7375,760.4375,128.325
37.9308447,13.7180497,1162,3347,254.2,2234.0425,769.84,128.955
38.2951472,13.7180497,1393,3318,241.695,2141.0725,765.7,129.7925
38.6594497,13.7180497,1127,162,231.0975,1839.0825,717.6825,130.055
39.0237523,13.7180497,1857,3862,210.95,1509.25,685.875,133.225
39.3880548,13.7180497,2074,4318,186.915,1438.82,617.74,123.2
39.7523573,13.7180497,2354,5123,176.8775,1577.52,595.2475,101.2525
40.1166599,13.7180497,574,2764,276.7275,1920.95,381.1525,50.105
40.4809624,13.7180497,-20,9190,302.6625,2275.5875,213.2375,50.6375
40.845265,13.7180497,-87,2830,305.61,2460.0725,169.01,52.06
41.2095675,13.7180497,552,4280,269.9175,2415.1175,277.5,46.665
36.8379371,14.0823523,747,5092,273.295,1743.985,683.5175,129.955
37.2022396,14.0823523,909,1630,264.3675,1859.8025,727.19,130.4275
37.5665421,14.0823523,858,1305,269.3625,2022.5375,695.25,130.1375
37.9308447,14.0823523,1161,3256,261.4775,2269.575,732.0925,130.2225
38.2951472,14.0823523,1895,6799,210.0325,1798.69,866.3075,133.5
38.6594497,14.0823523,2024,793,186.4825,1539.44,687.785,133.8525
39.0237523,14.0823523,2220,539,188.3875,1537.8,640.8625,123.325
39.3880548,14.0823523,2086,5505,186.665,1521.2525,627.2775,97.2025
39.7523573,14.0823523,2644,1967,171.255,1558.35,653.325,74.9
40.1166599,14.0823523,686,2942,269.1175,1872.9475,436.68,46.3825
40.4809624,14.0823523,-116,3726,306.8875,2350.375,196.625,54.475
37.5665421,14.4466548,0,11601,262.5875,1922.2625,676.8625,134.2
37.9308447,14.4466548,1227,4344,259.49,2201.9425,725.6425,131.5525
38.2951472,14.4466548,1581,1462,241.85,2044.6775,733.94,127.9725
39.0237523,14.4466548,1657,4379,206.175,1549.775,661.6,102.3375
39.3880548,14.4466548,2441,1376,171.225,1470.7925,563.4775,102.125
39.7523573,14.4466548,1895,5103,218.01,1525.625,776.83,41.95
40.1166599,14.4466548,94,5907,287.68,2122.275,320.7675,53.8675
37.9308447,14.8109573,1118,3339,258.7625,1703.1625,602.1,130.6125
